,Xf,Xa,Xi,phi,Tad,Flammable
461,0.2,0.68,0.12,0.7713818162819908,1678.4310440535855,1.0
462,0.2,0.67,0.13,0.7829737254328126,1677.284813707079,1.0
463,0.2,0.66,0.14,0.7949097136413503,1676.1432201044265,1.0
464,0.2,0.65,0.15,0.8072053314876737,1675.0062645006585,1.0
465,0.2,0.64,0.16,0.8198770809582826,1673.873928331403,1.0
466,0.2,0.63,0.17,0.8329424893367746,1672.74615817378,1.0
467,0.2,0.62,0.18,0.8464201900896031,1671.6228397344983,1.0
468,0.2,0.61,0.19,0.860330011531885,1670.5037514016394,1.0
469,0.2,0.6,0.2,0.8746930741605389,1669.3884777952708,1.0
470,0.2,0.59,0.21,0.8895318976595881,1668.2762400773477,1.0
471,0.2,0.58,0.22,0.9048705187178366,1667.1655387385335,1.0
472,0.2,0.57,0.23,0.9207346209553927,1666.0533287765304,1.0
473,0.2,0.56,0.24,0.9371516784362469,1664.9328537266074,1.0
474,0.2,0.55,0.25,0.954151114453745,1663.7867701682885,1.0
475,0.2,0.54,0.26,0.9717644775194587,1662.557297058615,1.0
476,0.2,0.53,0.27,0.9900256367699724,1660.8944845320113,1.0
477,0.2,0.52,0.28,1.0089709993379834,1648.7692387191032,1.0
478,0.2,0.51,0.29,1.0286397526230477,1620.186515428313,1.0
479,0.2,0.5,0.3,1.0490741348543284,1591.1583366363623,1.0
480,0.2,0.49,0.31,1.0703197378764069,1562.1228957543806,1.0
481,0.2,0.48,0.32,1.0924258467260903,1533.117035937645,1.0
482,0.2,0.47,0.33,1.115445821323497,1504.1522569573622,1.0
483,0.2,0.46,0.34,1.1394375264995427,1475.2350133495681,1.0
484,0.2,0.45,0.35,1.1644638176552022,1446.3704156284268,1.0
485,0.2,0.44,0.36,1.1905930906340474,1417.5633168446354,1.0
486,0.2,0.43,0.37,1.2178999059364797,1388.8187424213538,1.0
487,0.2,0.42,0.38,1.2464656992719714,1360.1420921744314,1.0
488,0.2,0.41,0.39,1.2763795927101824,1331.5392571859604,1.0
489,0.2,0.4,0.4,1.3077393234489152,1303.0166867186729,1.0
490,0.2,0.39,0.41,1.3406523105884969,1274.5814383047566,1.0
491,0.2,0.38,0.42,1.3752368844443563,1246.2412040854128,0.0
492,0.2,0.37,0.43,1.4116237080431167,1218.0043297487719,0.0
493,0.2,0.3,0.5,1.7312679061699376,1024.0703072519245,0.0
494,0.2,0.2,0.6,2.551000178951299,793.1286877259637,0.0
495,0.2,0.1,0.7,4.811470824937206,687.2146916101188,0.0
496,0.2,0.0,0.8,39.84816578529738,522.8016724559096,0.0
497,0.21,0.79,0.0,0.6959240506329112,1748.9071833848534,1.0
498,0.21,0.78,0.01,0.7049609755062537,1747.636939035901,1.0
499,0.21,0.77,0.02,0.7142285456935074,1746.371381328859,1.0
500,0.21,0.76,0.03,0.723735705315841,1745.1104951796724,1.0
501,0.21,0.75,0.04,0.7334918670054723,1743.854261284648,1.0
502,0.21,0.74,0.05,0.7435069429896652,1742.602655286816,1.0
503,0.21,0.73,0.06,0.753791378682783,1741.355645444316,1.0
504,0.21,0.72,0.07,0.7643561890257,1740.1131893449628,1.0
505,0.21,0.71,0.08,0.7752129978383484,1738.87522922277,1.0
506,0.21,0.7,0.09,0.786374080480955,1737.6416851904326,1.0
